"series","alias","status","campaign","ad_name","language","primary_text","headline","description","cta_button","website_url","url_parameters","creative_9x16","creative_4x5","creative_1x1"
"The CEO's Hidden Wife","wife","⚠️ verify","202610_pilot-test_wife","wife_h05_hi","hi","एक कॉन्ट्रैक्ट मैरिज… जो दोनों में से किसी को नहीं चाहिए थी। 💍
Episode 1 फ्री देखें। आगे के एपिसोड coins या VIP से।","The CEO's Hidden Wife · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/wife","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/wife/meta-9x16.jpg","marketing/assets/ads/wife/meta-4x5.jpg","marketing/assets/ads/wife/meta-1x1.jpg"
"The CEO's Hidden Wife","wife","⚠️ verify","202610_pilot-test_wife","wife_h05_hinglish","hinglish","Contract marriage… jo kisi ko nahi chahiye thi. 💍
Episode 1 FREE on Gulel. Ep 2+ with coins or VIP.","The CEO's Hidden Wife · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/wife","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/wife/meta-9x16.jpg","marketing/assets/ads/wife/meta-4x5.jpg","marketing/assets/ads/wife/meta-1x1.jpg"
"The CEO's Hidden Wife","wife","⚠️ verify","202610_pilot-test_wife","wife_h05_en","en","A contract marriage neither wanted, until they did.
Episode 1 free on Gulel · Ep 2+ with coins or VIP.","The CEO's Hidden Wife · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/wife","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/wife/meta-9x16.jpg","marketing/assets/ads/wife/meta-4x5.jpg","marketing/assets/ads/wife/meta-1x1.jpg"
"Broken Vows","vows","⚠️ verify","202610_pilot-test_vows","vows_h01_hi","hi","शादी की रात उसने धोखा दिया… 3 साल बाद वो उसकी बॉस बनकर लौटी। 🔥
Episode 1 फ्री देखें। आगे के एपिसोड coins या VIP से।","Broken Vows · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/vows","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/vows/meta-9x16.jpg","marketing/assets/ads/vows/meta-4x5.jpg","marketing/assets/ads/vows/meta-1x1.jpg"
"Broken Vows","vows","⚠️ verify","202610_pilot-test_vows","vows_h01_hinglish","hinglish","Shaadi ki raat dhokha… 3 saal baad uski boss. 🔥
Episode 1 FREE on Gulel. Ep 2+ with coins or VIP.","Broken Vows · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/vows","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/vows/meta-9x16.jpg","marketing/assets/ads/vows/meta-4x5.jpg","marketing/assets/ads/vows/meta-1x1.jpg"
"Broken Vows","vows","⚠️ verify","202610_pilot-test_vows","vows_h01_en","en","Betrayed on her wedding night. Back three years later as his boss.
Episode 1 free on Gulel · Ep 2+ with coins or VIP.","Broken Vows · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/vows","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/vows/meta-9x16.jpg","marketing/assets/ads/vows/meta-4x5.jpg","marketing/assets/ads/vows/meta-1x1.jpg"
"Forbidden Love","forbidden","⚠️ verify","202610_pilot-test_forbidden","forbidden_h01_hi","hi","उसने मेरे दुश्मन से शादी की… पर मैं उसे भूल नहीं पाया। 🌪️
Episode 1 फ्री देखें। आगे के एपिसोड coins या VIP से।","Forbidden Love · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/forbidden","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/forbidden/meta-9x16.jpg","marketing/assets/ads/forbidden/meta-4x5.jpg","marketing/assets/ads/forbidden/meta-1x1.jpg"
"Forbidden Love","forbidden","⚠️ verify","202610_pilot-test_forbidden","forbidden_h01_hinglish","hinglish","Usne mere dushman se shaadi ki… main bhool nahi paaya. 🌪️
Episode 1 FREE on Gulel. Ep 2+ with coins or VIP.","Forbidden Love · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/forbidden","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/forbidden/meta-9x16.jpg","marketing/assets/ads/forbidden/meta-4x5.jpg","marketing/assets/ads/forbidden/meta-1x1.jpg"
"Forbidden Love","forbidden","⚠️ verify","202610_pilot-test_forbidden","forbidden_h01_en","en","She married his enemy. He never forgot her.
Episode 1 free on Gulel · Ep 2+ with coins or VIP.","Forbidden Love · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/forbidden","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/forbidden/meta-9x16.jpg","marketing/assets/ads/forbidden/meta-4x5.jpg","marketing/assets/ads/forbidden/meta-1x1.jpg"
"Midnight Obsession","obsession","⚠️ verify","202610_pilot-test_obsession","obsession_h08_hi","hi","वो उसकी हर हरकत देख रहा था… और उसे लगा वो सुरक्षित है। 🌙
Episode 1 फ्री देखें। आगे के एपिसोड coins या VIP से।","Midnight Obsession · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/obsession","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/obsession/meta-9x16.jpg","marketing/assets/ads/obsession/meta-4x5.jpg","marketing/assets/ads/obsession/meta-1x1.jpg"
"Midnight Obsession","obsession","⚠️ verify","202610_pilot-test_obsession","obsession_h08_hinglish","hinglish","Woh uski har harkat dekh raha tha. 🌙
Episode 1 FREE on Gulel. Ep 2+ with coins or VIP.","Midnight Obsession · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/obsession","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/obsession/meta-9x16.jpg","marketing/assets/ads/obsession/meta-4x5.jpg","marketing/assets/ads/obsession/meta-1x1.jpg"
"Midnight Obsession","obsession","⚠️ verify","202610_pilot-test_obsession","obsession_h08_en","en","He watched her every move. She thought she was safe.
Episode 1 free on Gulel · Ep 2+ with coins or VIP.","Midnight Obsession · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/obsession","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/obsession/meta-9x16.jpg","marketing/assets/ads/obsession/meta-4x5.jpg","marketing/assets/ads/obsession/meta-1x1.jpg"
"Love in Beijing","beijing","⚠️ verify","202610_pilot-test_beijing","beijing_h02_hi","hi","छोटे शहर की लड़की, बीजिंग… और एक पत्थर-दिल जीनियस। 🏮
Episode 1 फ्री देखें। आगे के एपिसोड coins या VIP से।","Love in Beijing · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/beijing","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/beijing/meta-9x16.jpg","marketing/assets/ads/beijing/meta-4x5.jpg","marketing/assets/ads/beijing/meta-1x1.jpg"
"Love in Beijing","beijing","⚠️ verify","202610_pilot-test_beijing","beijing_h02_hinglish","hinglish","Chhote shehar ki ladki… aur ek patthar-dil genius. 🏮
Episode 1 FREE on Gulel. Ep 2+ with coins or VIP.","Love in Beijing · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/beijing","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/beijing/meta-9x16.jpg","marketing/assets/ads/beijing/meta-4x5.jpg","marketing/assets/ads/beijing/meta-1x1.jpg"
"Love in Beijing","beijing","⚠️ verify","202610_pilot-test_beijing","beijing_h02_en","en","A small-town girl, a new city, and a man who hates distractions.
Episode 1 free on Gulel · Ep 2+ with coins or VIP.","Love in Beijing · Episode 1 FREE","2-min episodes · AI Original","WATCH_MORE","https://thegulel.com/go/beijing","utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_term={{adset.name}}&utm_content={{ad.name}}","marketing/assets/ads/beijing/meta-9x16.jpg","marketing/assets/ads/beijing/meta-4x5.jpg","marketing/assets/ads/beijing/meta-1x1.jpg"
